"date","ARIMA","UCM","ML"
"2017-12-01 05:20:00",22255.0411400414,22487.4326826408,23166.3268688794
"2017-12-01 05:30:00",22736.9205255209,22435.2950831022,23186.0497310676
"2017-12-01 05:40:00",23284.1315842828,22348.7815225592,23185.8275642236
"2017-12-01 05:50:00",23125.4241268336,22231.607097469,23253.9431114109
"2017-12-01 06:00:00",22911.4216254375,22087.4869042891,22891.3669707822
"2017-12-01 06:10:00",23035.5964389273,21923.6035742389,22261.2212849886
"2017-12-01 06:20:00",23032.7957380555,21761.0098775862,21443.820050141
"2017-12-01 06:30:00",22686.30227396,21624.2261193609,20812.0909625364
"2017-12-01 06:40:00",22298.9457134925,21537.7726045928,20759.5883142577
"2017-12-01 06:50:00",21566.900876111,21526.1696383118,20851.9419045699
"2017-12-01 07:00:00",21891.4033596033,21613.9375255478,21099.2913692703
"2017-12-01 07:10:00",22141.3963108923,21817.8528585377,21701.9599356992
"2017-12-01 07:20:00",22362.6201902602,22123.7173783459,22114.208855402
"2017-12-01 07:30:00",22483.1359441477,22509.5891132439,22581.4242590881
"2017-12-01 07:40:00",22659.947871531,22953.5260915032,22906.2377423127
"2017-12-01 07:50:00",22919.7914039196,23433.5863413953,23309.9264574386
"2017-12-01 08:00:00",23500.9111302791,23927.8278911918,23999.91578379
"2017-12-01 08:10:00",24196.9838017673,24417.6892195549,24359.6366164563
"2017-12-01 08:20:00",24566.3265775837,24898.1306067109,24922.7833014207
"2017-12-01 08:30:00",25030.2408387926,25367.4927832769,25243.2328178711
"2017-12-01 08:40:00",25487.8808630048,25824.11647987,22911.8752220748
"2017-12-01 08:50:00",25933.4256365043,26266.3424271074,23513.898309825
"2017-12-01 09:00:00",26527.5510423702,26692.5113556061,24055.7112585448
"2017-12-01 09:10:00",26785.8733865053,27101.2765989583,24935.1759142501
"2017-12-01 09:20:00",27374.6543019473,27492.541902656,26130.6980714884
"2017-12-01 09:30:00",27866.1694436784,27866.5236151662,26977.6806551406
"2017-12-01 09:40:00",28177.2682216536,28223.438084956,27559.8204298976
"2017-12-01 09:50:00",28408.8662053136,28563.5016604924,27834.6604662774
"2017-12-01 10:00:00",28705.7156268278,28886.9306902424,28294.0236938894
"2017-12-01 10:10:00",29299.73799392,29194.0945322756,28615.9704778991
"2017-12-01 10:20:00",29616.5300293905,29485.9745830719,28985.0315384674
"2017-12-01 10:30:00",29687.5200198457,29763.7052487139,29342.3139899445
"2017-12-01 10:40:00",29739.8784778793,30028.420935284,29446.3420564011
"2017-12-01 10:50:00",30060.2355210227,30281.2560488647,29556.1967740864
"2017-12-01 11:00:00",30368.224631054,30523.3449955385,29831.1235268946
"2017-12-01 11:10:00",30706.007722316,30754.9753811695,30070.6205458234
"2017-12-01 11:20:00",30771.4234896466,30973.0476107481,30135.3864555289
"2017-12-01 11:30:00",30837.6324423363,31173.6152890464,30135.0977007052
"2017-12-01 11:40:00",30916.8775057538,31352.7320208362,30044.76436885
"2017-12-01 11:50:00",30810.2096585529,31506.4514108897,29799.3806819743
"2017-12-01 12:00:00",31073.2944853407,31630.8270639787,29571.766917858
"2017-12-01 12:10:00",31420.6044203058,31722.0322594397,29511.1240049911
"2017-12-01 12:20:00",31784.5360133054,31776.7189748654,29589.5690996452
"2017-12-01 12:30:00",31748.8039892633,31791.6588624133,30025.4695392338
"2017-12-01 12:40:00",31780.8772581631,31763.6235742404,30412.1983126715
"2017-12-01 12:50:00",32052.1172045887,31689.3847625041,30569.2455194114
"2017-12-01 13:00:00",32013.7087126613,31565.7140793615,30836.2258727338
"2017-12-01 13:10:00",32014.6879128437,31393.3195746453,31433.0054527847
"2017-12-01 13:20:00",31854.9177940148,31188.6548888899,31672.4855079042
"2017-12-01 13:30:00",31757.0353303697,30972.1100603051,31715.4796193886
"2017-12-01 13:40:00",31400.6786251662,30764.0751271006,31725.4253540077
"2017-12-01 13:50:00",31213.6938234252,30584.9401274864,31619.1346923114
"2017-12-01 14:00:00",30928.3804927346,30455.0950996722,31507.2840966418
"2017-12-01 14:10:00",30974.398194802,30387.6780442491,31495.5056725181
"2017-12-01 14:20:00",31001.2325548819,30366.8188113342,31793.6628931422
"2017-12-01 14:30:00",30950.3880837176,30369.3952134256,32282.8703304157
"2017-12-01 14:40:00",30987.7119428565,30372.2850630217,32455.4472241242
"2017-12-01 14:50:00",30934.2506997014,30352.3661726206,32675.2765808389
"2017-12-01 15:00:00",30865.9031767866,30286.5163547208,33060.0380812116
"2017-12-01 15:10:00",30919.5863209103,30166.2066016868,33201.3787285809
"2017-12-01 15:20:00",30709.1952026749,30041.2806253486,33234.7509223862
"2017-12-01 15:30:00",30768.2690262508,29976.1753174026,33442.8363618616
"2017-12-01 15:40:00",30627.8176284099,30035.327569545,33857.0439648248
"2017-12-01 15:50:00",30406.9614693299,30283.1742734722,33992.8753229643
"2017-12-01 16:00:00",30211.6729163982,30784.1523208805,33916.2967793621
"2017-12-01 16:10:00",30370.207391708,31576.7653069821,33915.9717961629
"2017-12-01 16:20:00",30408.8541987974,32595.7836410524,33963.0493838772
"2017-12-01 16:30:00",30603.5651752249,33750.0444358825,34143.6518054335
"2017-12-01 16:40:00",31301.2752229234,34948.3848042637,34520.5611233766
"2017-12-01 16:50:00",32034.5097002422,36099.6418589871,35027.0328745271
"2017-12-01 17:00:00",33034.4021434839,37112.6527128441,35288.1207037601
"2017-12-01 17:10:00",34688.9917892166,37916.2446896158,36109.4857563716
"2017-12-01 17:20:00",37233.7695587382,38519.2059570439,37754.1523160445
"2017-12-01 17:30:00",38507.0468085632,38950.3148938598,39371.2885343544
"2017-12-01 17:40:00",38967.7669307268,39238.3498787952,40989.9161532192
"2017-12-01 17:50:00",39375.9296510789,39412.0892905816,41766.3923481599
"2017-12-01 18:00:00",39498.9642036167,39500.3115079507,41815.7910571592
"2017-12-01 18:10:00",39535.7916778131,39529.0915406246,41613.5926900474
"2017-12-01 18:20:00",39441.2564245223,39513.6909222886,41458.3772895971
"2017-12-01 18:30:00",39196.3535316067,39466.6678176183,41428.4359249364
"2017-12-01 18:40:00",39304.7365602157,39400.5803912894,41383.9111452949
"2017-12-01 18:50:00",39274.8705097079,39327.9868079777,41306.1328601317
"2017-12-01 19:00:00",39264.2756138547,39261.4452323589,41100.597410286
"2017-12-01 19:10:00",39290.9997242446,39209.181916047,40965.3585328703
"2017-12-01 19:20:00",39111.5801035907,39162.0954584091,40959.4693256343
"2017-12-01 19:30:00",38831.2345357976,39106.7525457505,40755.5042349769
"2017-12-01 19:40:00",38636.4504073734,39029.7198643765,40887.0545340564
"2017-12-01 19:50:00",38650.8866536213,38917.5641005923,40788.9636277201
"2017-12-01 20:00:00",38477.9978955259,38756.8519407034,40671.2876387497
"2017-12-01 20:10:00",38706.26143952,38537.8731711091,40576.9294463157
"2017-12-01 20:20:00",38577.3758695577,38265.8099785865,40406.8244347721
"2017-12-01 20:30:00",38488.0443302843,37949.5676500063,40122.4849703275
"2017-12-01 20:40:00",38177.8918792204,37598.0514722398,39610.8397779452
"2017-12-01 20:50:00",37839.695699832,37220.1667321578,39208.8576689653
"2017-12-01 21:00:00",37532.175829931,36824.8187166316,38774.5716748123
"2017-12-01 21:10:00",37061.2591015429,36418.2593798112,38145.972367126
"2017-12-01 21:20:00",36598.9871892752,35996.1273449632,37644.8481006153
"2017-12-01 21:30:00",36265.0999547686,35551.4079026334,37127.2846796889
"2017-12-01 21:40:00",35786.6083789304,35077.0863433676,36430.644954392
"2017-12-01 21:50:00",35586.0309108272,34566.1479577116,36224.5428858064
"2017-12-01 22:00:00",35000.154511965,34011.5780362111,35611.6520895174
"2017-12-01 22:10:00",34721.262297635,33409.2939569896,34933.4493700575
"2017-12-01 22:20:00",34277.9163349433,32766.9414484821,34393.3008461402
"2017-12-01 22:30:00",33630.171345238,32095.0983267013,33815.8551862853
"2017-12-01 22:40:00",33283.02448124,31404.34240766,33042.7221830262
"2017-12-01 22:50:00",32709.0213101063,30705.2515073707,32206.7754846181
"2017-12-01 23:00:00",31908.2158597888,30008.4034418464,31494.5963731039
"2017-12-01 23:10:00",31216.2677516272,29323.7646250315,30615.5087988556
"2017-12-01 23:20:00",30498.1183955041,28658.8558625984,29833.1492766892
"2017-12-01 23:30:00",29793.0501050682,28020.5865581515,28852.6692681835
"2017-12-01 23:40:00",29132.6011239974,27415.8661152949,28060.7190973217
"2017-12-01 23:50:00",28451.9540367194,26851.6039376329,27312.6206905128
"2017-12-02 00:00:00",26840.9263300438,26334.7094287698,26748.2355918187
"2017-12-02 00:10:00",26316.4588050779,25870.0341257555,26235.3676867443
"2017-12-02 00:20:00",25941.3812063847,25454.1980994216,25726.3341038379
"2017-12-02 00:30:00",25399.4668172443,25081.7635540457,24998.7443627562
"2017-12-02 00:40:00",24921.3073154028,24747.2926939052,24354.4647874417
"2017-12-02 00:50:00",24526.4246543611,24445.3477232773,24037.9534196111
"2017-12-02 01:00:00",24280.5989288593,24170.4908464396,23802.2513497586
"2017-12-02 01:10:00",23984.097838086,23917.843298939,23471.9798538541
"2017-12-02 01:20:00",23759.2912046776,23684.7624414008,23090.1739118855
"2017-12-02 01:30:00",23576.2067820692,23469.1646657198,22807.2352657927
"2017-12-02 01:40:00",23318.4267326268,23268.966363791,22552.3644359345
"2017-12-02 01:50:00",23259.3497023763,23082.0839275092,22406.643179326
"2017-12-02 02:00:00",22985.2563114826,22906.4337487693,22302.6713267979
"2017-12-02 02:10:00",22774.5090585467,22740.2911669763,22122.0669740645
"2017-12-02 02:20:00",22570.315228762,22583.3673115761,21996.4292118241
"2017-12-02 02:30:00",22433.40774242,22435.7322595246,21804.0463094835
"2017-12-02 02:40:00",22385.3793686196,22297.4560877779,21605.7741777155
"2017-12-02 02:50:00",22373.9554160029,22168.6088732919,21544.9184017681
"2017-12-02 03:00:00",22072.6753488868,22049.2606930227,21413.3913068078
"2017-12-02 03:10:00",22038.6793882484,21940.4733188688,21250.4547985341
"2017-12-02 03:20:00",21910.6909650843,21847.2753024999,21201.3662732734
"2017-12-02 03:30:00",21780.1170390059,21775.686890528,21201.1631235049
"2017-12-02 03:40:00",21603.7766014396,21731.7283295653,21352.4395725261
"2017-12-02 03:50:00",21701.1371597446,21721.419866224,21395.7121383471
"2017-12-02 04:00:00",21730.401581401,21750.7817471162,21395.5071263723
"2017-12-02 04:10:00",21684.9332997775,21822.2944744807,21407.3995559738
"2017-12-02 04:20:00",21536.334901806,21924.2795730628,21413.174757732
"2017-12-02 04:30:00",21782.8882245549,22041.5188232343,21558.4191877484
"2017-12-02 04:40:00",21959.7827988345,22158.7940053672,21729.206107162
"2017-12-02 04:50:00",22198.289940749,22260.8868998331,21872.5101057588
"2017-12-02 05:00:00",22297.7299572616,22332.5792870041,22163.0444137808
"2017-12-02 05:10:00",22379.5252871519,22361.810348385,22936.5742765615
"2017-12-02 05:20:00",22234.2955194872,22349.1488700135,23239.0531523248
"2017-12-02 05:30:00",22706.0157133545,22298.3210390601,23235.0651130179
"2017-12-02 05:40:00",23242.2875674605,22213.0530426954,23233.1638790065
"2017-12-02 05:50:00",23072.0911337321,22097.0710680901,23232.9412607185
"2017-12-02 06:00:00",22844.2294099259,21954.1013024148,22767.6935126571
"2017-12-02 06:10:00",22950.6979684059,21791.3365297529,22007.9851711543
"2017-12-02 06:20:00",22926.0123457442,21629.8359218393,21053.9328267842
"2017-12-02 06:30:00",22552.793551177,21494.1252473217,20270.6676370339
"2017-12-02 06:40:00",22133.2772203996,21408.7302748478,19793.7784437061
"2017-12-02 06:50:00",21366.8899299659,21398.1767730652,19890.0278567737
"2017-12-02 07:00:00",21656.6068873258,21486.9905106216,20182.5282670121
"2017-12-02 07:10:00",21876.4860356748,21691.9536681374,20575.1463136859
"2017-12-02 07:20:00",22075.8151880578,21998.8740741233,21118.9222234068
"2017-12-02 07:30:00",22186.36010683,22385.8159690628,21474.8871486572
"2017-12-02 07:40:00",22367.2447896533,22830.8435934392,21593.5116182554
"2017-12-02 07:50:00",22642.3759834315,23312.0211877359,22186.9072422655
"2017-12-02 08:00:00",23245.6075752885,23807.4129924364,22576.4386629321
"2017-12-02 08:10:00",23966.8184112482,24298.4634110405,23197.8278269441
"2017-12-02 08:20:00",24360.8416866759,24780.1374991138,23664.8932311826
"2017-12-02 08:30:00",24844.3450777516,25250.7804752381,24208.6242783462
"2017-12-02 08:40:00",25313.4644564351,25708.7375579955,24770.2432305584
"2017-12-02 08:50:00",25762.9112601432,26152.3539659679,25431.5206957339
"2017-12-02 09:00:00",26354.5913001776,26579.9749177373,26271.0615904715
"2017-12-02 09:10:00",26606.2102961353,26990.2579423227,26952.5634906263
"2017-12-02 09:20:00",27184.5858129653,27383.1098104903,27588.5650305818
"2017-12-02 09:30:00",27664.006967076,27758.7496034437,28164.4111650797
"2017-12-02 09:40:00",27962.6858373087,28117.3964023862,28631.2213362956
"2017-12-02 09:50:00",28181.8898590034,28459.2692885212,29294.8895106586
"2017-12-02 10:00:00",28466.4729030733,28784.5873430521,29900.5949095278
"2017-12-02 10:10:00",29048.3413206205,29093.7222694214,30324.5041105651
"2017-12-02 10:20:00",29354.1504209761,29387.6562600286,30857.6064793625
"2017-12-02 10:30:00",29415.578947115,29667.5241295123,31157.5380279041
"2017-12-02 10:40:00",29459.7108126693,29934.460692511,31549.0476558048
"2017-12-02 10:50:00",29772.7080946943,30189.6007636633,31658.4294508287
"2017-12-02 11:00:00",30074.4153866191,30434.079157608,31967.7682144517
"2017-12-02 11:10:00",30406.7747308101,30668.1834567017,32464.5734111527
"2017-12-02 11:20:00",30467.8624943099,30888.8123141744,32538.0000439044
"2017-12-02 11:30:00",30530.3088342965,31092.0171509742,32632.2521618689
"2017-12-02 11:40:00",30606.2163099385,31273.8493880493,32750.7041609994
"2017-12-02 11:50:00",30496.9504527407,31430.3604463477,32643.0339433897
"2017-12-02 12:00:00",30757.527964562,31557.6017468175,32645.8145678827
"2017-12-02 12:10:00",31102.891627605,31651.7439263452,32720.4270106688
"2017-12-02 12:20:00",31465.6161599148,31709.4344855701,32855.8787548135
"2017-12-02 12:30:00",31430.0572372238,31727.4401410702,32930.6857417805
"2017-12-02 12:40:00",31463.2013998006,31702.527609423,32944.251820433
"2017-12-02 12:50:00",31736.5452832382,31631.4636072064,33042.3702773453
"2017-12-02 13:00:00",31702.4229069062,31511.0148509981,33236.8293292919
"2017-12-02 13:10:00",31709.8209925571,31341.8840004629,33168.377311048
"2017-12-02 13:20:00",31559.2827687129,31140.5174876138,33103.5777370688
"2017-12-02 13:30:00",31473.559876462,30927.2976875509,33013.1874415384
"2017-12-02 13:40:00",31132.8232122735,30722.6069753742,32968.1245665706
"2017-12-02 13:50:00",30963.2395731866,30546.827726184,32858.1037177005
"2017-12-02 14:00:00",30696.0505202232,30420.3423150802,32744.3497759018
"2017-12-02 14:10:00",30758.9260076232,30356.2806583147,32628.5274314067
"2017-12-02 14:20:00",30800.3993346321,30338.7628367465,32082.7881594793
"2017-12-02 14:30:00",30760.6311988546,30344.6564723863,31792.2508857231
"2017-12-02 14:40:00",30804.3635236787,30350.8291872449,31772.6030771001
"2017-12-02 14:50:00",30754.1542820645,30334.1486033331,31772.2986345998
"2017-12-02 15:00:00",30687.6116346415,30271.4823426615,31901.8274702335
"2017-12-02 15:10:00",30743.2782278374,30154.2908489649,32221.8077805264
"2017-12-02 15:20:00",30537.3694843486,30032.4058528736,32482.8957727788
"2017-12-02 15:30:00",30604.5172086506,29970.2519067418,32628.1627840245
"2017-12-02 15:40:00",30477.5671156107,30032.2535629238,32689.3831948961
"2017-12-02 15:50:00",30274.3280015516,30282.8353737739,32302.6543585928
"2017-12-02 16:00:00",30098.8855381866,30786.4218916464,32008.190808737
"2017-12-02 16:10:00",30277.3101694094,31581.5041049801,31925.7240579014
"2017-12-02 16:20:00",30334.7728754867,32602.8387465529,31925.4181482082
"2017-12-02 16:30:00",30545.1062647019,33759.2489852272,32388.6688344443
"2017-12-02 16:40:00",31253.4523334268,34959.5579898656,32950.1063015
"2017-12-02 16:50:00",31993.3180917132,36112.5889293305,33279.9016406348
"2017-12-02 17:00:00",32996.3088852085,37127.1649724845,33476.2084460247
"2017-12-02 17:10:00",34650.725097012,37932.099346635,33737.9098854497
"2017-12-02 17:20:00",37192.5206034075,38536.1655128695,34866.2140326242
"2017-12-02 17:30:00",38463.6627364477,38968.1269907204,37584.311134212
"2017-12-02 17:40:00",38923.2902863441,39256.7472997202,39578.4557934421
"2017-12-02 17:50:00",39331.3273112511,39430.7899594013,40681.8740339437
"2017-12-02 18:00:00",39456.4818513177,39519.0184892962,41322.8590385115
"2017-12-02 18:10:00",39498.3779571866,39547.4930214843,41518.9444570337
"2017-12-02 18:20:00",39412.8874672891,39531.4601382321,41513.475077125
"2017-12-02 18:30:00",39181.9975313487,39483.4630343532,41425.1139961194
"2017-12-02 18:40:00",39309.2112148952,39416.0449046611,41424.7170640439
"2017-12-02 18:50:00",39302.3862754264,39341.7489439695,41472.0517303689
"2017-12-02 19:00:00",39317.125016598,39273.1183470917,41440.7082214267
"2017-12-02 19:10:00",39369.7432360166,39218.3645244743,41224.9007690725
"2017-12-02 19:20:00",39215.3947976449,39168.3717490959,41067.8535623327
"2017-12-02 19:30:00",38957.449784972,39109.692509568,40796.9470236629
"2017-12-02 19:40:00",38780.8580535243,39028.8792945021,40677.176912068
"2017-12-02 19:50:00",38809.4972707747,38912.4845925098,40676.7871466649
"2017-12-02 20:00:00",38648.1527775686,38747.0608922024,40533.8929118721
"2017-12-02 20:10:00",38885.3209744096,38522.8840640195,40076.4927660433
"2017-12-02 20:20:00",38764.5153319271,38245.1235057111,39888.0149437442
"2017-12-02 20:30:00",38682.7160617725,37922.6719968552,39601.297483996
"2017-12-02 20:40:00",38380.5304610457,37564.4223170298,39226.4746110792
"2017-12-02 20:50:00",38050.4282294656,37179.2672458129,38819.1718755246
"2017-12-02 21:00:00",37750.8304430933,36776.0995627824,38298.1702039821
"2017-12-02 21:10:00",37287.7037327424,36361.1591477129,37927.8720883517
"2017-12-02 21:20:00",36832.6437459924,35930.0742811653,37536.3667552853
"2017-12-02 21:30:00",36505.0161958618,35475.8203438969,37080.5203806672
"2017-12-02 21:40:00",36031.9900580492,34991.3727166652,36412.1250402726
"2017-12-02 21:50:00",35835.3433856216,34469.7067802277,36085.5709096758
"2017-12-02 22:00:00",35252.5786081921,33903.7979153417,35605.7842404069
"2017-12-02 22:10:00",34974.8907247254,33289.5541645912,35372.0497094335
"2017-12-02 22:20:00",34531.3072154921,32634.6142178659,34377.575278673
"2017-12-02 22:30:00",33881.7761359319,31949.5494268821,33913.2369776216
"2017-12-02 22:40:00",33530.4861382124,31244.931143356,33235.467773895
"2017-12-02 22:50:00",32950.6384870627,30531.3307190039,32491.443454901
"2017-12-02 23:00:00",32142.2644782166,29819.3195055421,31064.1747420791
"2017-12-02 23:10:00",31440.5570421631,29118.8581505022,30207.1509460697
"2017-12-02 23:20:00",30710.6214777981,28437.4644846779,29359.4433057274
"2017-12-02 23:30:00",29991.675046081,27782.0456346786,28581.9075092179
"2017-12-02 23:40:00",29315.253433491,27159.5087271134,27929.1431004639
"2017-12-02 23:50:00",28616.8635337384,26576.7608885916,27281.2056222406
"2017-12-03 00:00:00",26987.8258835582,26040.7092457222,26729.4403788961
"2017-12-03 00:10:00",26442.6872851055,25556.2038550932,26104.3359434023
"2017-12-03 00:20:00",26045.8235270487,25119.8664932065,25693.7056340943
"2017-12-03 00:30:00",25481.7300131501,24726.2618665427,24929.2863714812
"2017-12-03 00:40:00",24980.8866468377,24369.9546815824,24481.7017373672
"2017-12-03 00:50:00",24562.5534120055,24045.5096448062,24079.2681914366
"2017-12-03 01:00:00",24292.0815119251,23747.4914626946,23692.5393615678
"2017-12-03 01:10:00",23969.6669795534,23471.0247368419,23350.9616229352
"2017-12-03 01:20:00",23717.1821149538,23213.4736492966,23005.4576833623
"2017-12-03 01:30:00",23504.3634553745,22972.762277221,22591.2455690964
"2017-12-03 01:40:00",23214.735783455,22746.8146977773,22428.3091298763
"2017-12-03 01:50:00",23121.5857109211,22533.5549881278,22188.8120294359
"2017-12-03 02:00:00",22812.1159189983,22330.9072254347,21935.5733793634
"2017-12-03 02:10:00",22564.6916874136,22137.1553291149,21851.1605200414
"2017-12-03 02:20:00",22322.972546009,21952.0225876041,21807.9725260992
"2017-12-03 02:30:00",22147.9897821279,21775.5921315925,21617.5527085123
"2017-12-03 02:40:00",22061.5967075777,21607.9470917704,21436.9483995053
"2017-12-03 02:50:00",22011.5097313375,21449.1705988281,21193.5251515029
"2017-12-03 03:00:00",21671.5345286921,21299.345783456,21063.9612228078
"2017-12-03 03:10:00",21597.9022618012,21159.5483570201,21048.245302124
"2017-12-03 03:20:00",21429.6531682172,21034.8243535904,21048.0436195482
"2017-12-03 03:30:00",21257.9096461265,20931.2123879126,21018.8101376773
"2017-12-03 03:40:00",21039.4432394515,20854.7510747325,21001.1311541851
"2017-12-03 03:50:00",21093.4165856422,20811.4790287958,21000.9299230533
"2017-12-03 04:00:00",21078.6662679254,20807.4348648484,21038.3460070685
"2017-12-03 04:10:00",20988.7439642162,20845.118288362,21001.1311541851
"2017-12-03 04:20:00",20795.4704643708,20912.873367713,21000.9299230533
"2017-12-03 04:30:00",20996.6447466798,20995.505262004,21044.0951162289
"2017-12-03 04:40:00",21128.2524379849,21077.8191303374,21273.774312846
"2017-12-03 04:50:00",21321.5470346917,21144.6201318156,21393.5212908533
"2017-12-03 05:00:00",21376.2685506423,21180.7134255412,21456.3395277666
"2017-12-03 05:10:00",21413.8298894106,21174.0623148102,22159.1959067104
"2017-12-03 05:20:00",21225.2816958039,21125.2626796927,22216.2953389135
"2017-12-03 05:30:00",21653.6260049011,21038.0685444523,22071.0266378078
"2017-12-03 05:40:00",22147.2023677533,20916.2339333528,21917.3757130711
"2017-12-03 05:50:00",21935.4221982215,20763.5128706577,21556.6910620829
"2017-12-03 06:00:00",21665.4775952117,20583.6593806307,20661.5219882287
"2017-12-03 06:10:00",21728.0942337059,20383.8946962558,19674.0877520084
"2017-12-03 06:20:00",21657.6589953734,20185.3088853982,18802.4758054197
"2017-12-03 06:30:00",21236.3320349697,20012.4592246432,18188.0287520848
"2017-12-03 06:40:00",20765.456064722,19889.9029905764,18131.0360704132
"2017-12-03 06:50:00",19945.4145269326,19842.197459783,18130.9011892485
"2017-12-03 07:00:00",20178.1294190954,19893.8999088487,18586.3530066444
"2017-12-03 07:10:00",20339.9731251849,20061.8244717903,18692.358823758
"2017-12-03 07:20:00",20480.9794034196,20331.8127123507,18739.4725202529
"2017-12-03 07:30:00",20533.8139818749,20681.9630517044,18871.1891151764
"2017-12-03 07:40:00",20658.2161291691,21090.3739110258,18871.1187493843
"2017-12-03 07:50:00",20878.9691863756,21535.1437114893,18870.9781436685
"2017-12-03 08:00:00",21430.5418821088,21994.3708742694,19316.6152926638
"2017-12-03 08:10:00",22104.0164242879,22449.5342334749,19575.7406233858
"2017-12-03 08:20:00",22455.7393736357,22895.6342749525,19970.3178267048
"2017-12-03 08:30:00",22902.7400227326,23331.0518974834,20747.693809219
"2017-12-03 08:40:00",23341.96977777,23754.1679998488,21454.3992469909
"2017-12-03 08:50:00",23767.8754680453,24163.3634808296,21925.5362022882
"2017-12-03 09:00:00",24341.6356391068,24557.0192392072,22379.0055262259
"2017-12-03 09:10:00",24581.0835923965,24933.8285168428,22844.2532742872
"2017-12-03 09:20:00",25151.6295883405,25293.7339279179,23439.0636780578
"2017-12-03 09:30:00",25627.6076356794,25636.9904296945,24298.8886294382
"2017-12-03 09:40:00",25926.7162798301,25963.8529794343,25105.7106674359
"2017-12-03 09:50:00",26149.0760078507,26274.5765343991,25659.2966012511
"2017-12-03 10:00:00",26438.235527489,26569.4160518507,25853.6405944667
"2017-12-03 10:10:00",27024.6763545633,26848.7789136286,26519.1215429796
"2017-12-03 10:20:00",27334.6983633959,27113.682199884,27290.6083182579
"2017-12-03 10:30:00",27398.8150285893,27365.2954153454,27891.3079389163
"2017-12-03 10:40:00",27443.1082214827,27604.7880647417,28291.7743494712
"2017-12-03 10:50:00",27754.364437201,27833.3296528015,28715.7976179254
"2017-12-03 11:00:00",28054.2310853052,28052.0896842538,28916.030818377
"2017-12-03 11:10:00",28386.0204712513,28261.3900001254,29122.1532453681
"2017-12-03 11:20:00",28449.6341995995,28458.1617866362,29870.0831627472
"2017-12-03 11:30:00",28518.7588963681,28638.4885663042,30323.5524866848
"2017-12-03 11:40:00",28606.4648786205,28798.4538616476,30653.3483524974
"2017-12-03 11:50:00",28513.6319496151,28934.1411951843,30759.354169611
"2017-12-03 12:00:00",28793.351175917,29041.6340894324,31342.3861589096
"2017-12-03 12:10:00",29159.7565185428,29117.1346242397,31701.6280898574
"2017-12-03 12:20:00",29544.3213838513,29157.3191087734,31884.1936589493
"2017-12-03 12:30:00",29530.761831405,29158.98240953,32033.3530855437
"2017-12-03 12:40:00",29584.4598410759,29118.9193930066,32269.0331968632
"2017-12-03 12:50:00",29876.5527512109,29033.9249256997,32308.54369453
"2017-12-03 13:00:00",29860.185169586,28900.7938741063,32132.2479565576
"2017-12-03 13:10:00",29883.9579334678,28720.2561786046,32033.7025246616
"2017-12-03 13:20:00",29748.7577752027,28508.7820750984,32022.4398945215
"2017-12-03 13:30:00",29677.1159702087,28286.7768733733,32082.4297445277
